sku,name,brand,price,currency,in_stock,category,colors
XPRS-00763,Recci RS06M Smart Data Cable,Recci,80.00,EGP,10,USB Cables,White|Silver
XPRS-00764,Usams USB-A to Type-C Fast Charging Data Cable 1M - White,Usams,92.00,EGP,10,USB Cables,White
XPRS-00765,Usams USB-A to Type-C Fast Charging Data Cable 1M - Black,USAMS,92.00,EGP,10,USB Cables,Black
XPRS-00766,Choetech USB-A to USB-C Cable 1M - Black,Choetech,103.00,EGP,10,USB Cables,
XPRS-00767,l'avvento Cable MP035 Metal USB to Micro USB - Silver,L'avvento,104.00,EGP,10,USB Cables,
XPRS-00768,"Oraimo FastLine 2 Data Cable Lighting To USB-C, 2.4A, 1M - Black",Oraimo,105.00,EGP,10,USB Cables,Black
XPRS-00769,Oraimo Undo 2 Data Cable OCD-M56 2A USB-A to Micro 2M - Black,Oraimo,109.00,EGP,10,USB Cables,
XPRS-00770,Recci RTC-P05L Silicone Cable USB to Lightning,Recci,125.00,EGP,10,USB Cables,White
XPRS-00771,Recci RTC-P05M Shark Cable 4.5A USB to Micro-USB 1.5m,Recci,125.00,EGP,10,USB Cables,White
XPRS-00772,Recci RTC-P05C USB to Type-C Cable,Recci,140.00,EGP,10,USB Cables,
XPRS-00773,Usams Type-C to Type-C 60W Fast Charging Data Cable 1M - Black,Usams,140.00,EGP,10,USB Cables,Black|Striped
XPRS-00774,hoco Cable USB to Lightning X1 charging data sync 2m,Hoco,158.00,EGP,10,USB Cables,White
XPRS-00775,Recci RCS-D120 Fast Wind 3 in 1 USB Cable - 1.2M - Black,Recci,160.00,EGP,10,USB Cables,
XPRS-00776,hoco Cable USB to Micro-USB X59 Victory charging data sync 2m - Blue,Hoco,162.00,EGP,10,USB Cables,Blue
XPRS-00777,hoco Cable USB to Micro-USB X59 Victory charging data sync 2m - Black,Hoco,162.00,EGP,10,USB Cables,Black
XPRS-00778,Usams 60W Strip Data Cable Type-C to Type-C 2M - Black,USAMS,162.00,EGP,10,USB Cables,Black
XPRS-00779,Recci RS48CL – 30W Fast Charging Data Cable,Recci,175.00,EGP,10,USB Cables,Black
XPRS-00780,Recci RTC-P05CL 1.5m Type-C to Lightning PD 30W Fast Charging,Recci,175.00,EGP,10,USB Cables,
XPRS-00781,Choetech USB-C to USB-C Cable 1M - Black,Choetech,180.00,EGP,10,USB Cables,Black
XPRS-00782,hoco Cable USB to Type-c X59 Victory charging data sync 2m - Blue,Hoco,189.00,EGP,10,USB Cables,Blue
XPRS-00783,Recci RS22C – 100W Super Fast Charging USB to Type-C Cable,Recci,230.00,EGP,10,USB Cables,White
XPRS-00784,hoco Cable Type-C to iP X107 Favor PD 27W fast charge 1m,Hoco,233.00,EGP,10,USB Cables,White|Silver|Gray
XPRS-00785,CardoO Cable USB-A to Lightning 1.2M,CardoO,233.00,EGP,10,USB Cables,White|Black
XPRS-00786,CardoO Cable USB-A to USB-C 1.2M - Black,CardoO,233.00,EGP,10,USB Cables,
XPRS-00787,CardoO Cable USB-A to Micro USB 1.2M - Black,CardoO,233.00,EGP,10,USB Cables,
XPRS-00788,L'avvento USB-C To USB-C Cable Durable Metal Design 20V 3A 2M - Silver,L'avvento,233.00,EGP,10,USB Cables,
XPRS-00789,X59 Victory PD charging data cable iP(L=2M) - Black,Hoco,246.00,EGP,10,USB Cables,Red|Black|Multicolor
XPRS-00790,X59 Victory PD charging data cable iP(L=2M) - Red,Hoco,246.00,EGP,10,USB Cables,Red|Black|Multicolor
XPRS-00791,Recci Data Cable Voyage Series Type-C to Type-C PD 240W RS18CC,Recci,260.00,EGP,10,USB Cables,Black|Gray
XPRS-00792,Recci Lamp Display Cable Type-C to Type-C PD 240W RS42CC,Recci,260.00,EGP,10,USB Cables,Black
XPRS-00793,Recci Lamp Display 150Cm Cable Type-C to Usb 100W RS42C,Recci,260.00,EGP,10,USB Cables,Black
XPRS-00794,Cellularline USB-C to USB-C Cable 1.2M - White,Cellularline,263.00,EGP,10,USB Cables,White
XPRS-00795,Wiwu PT04 Platinum Cable Type-C To Lightning 1.2M - Black,wiwu,263.00,EGP,10,USB Cables,
XPRS-00796,CardoO Cable USB-C to USB-C 100W 1.2M,CardoO,290.00,EGP,10,USB Cables,Black|White
XPRS-00797,CardoO Cable USB-C to Lightning 1.2M,CardoO,290.00,EGP,10,USB Cables,White|Black
XPRS-00798,CardoO Cable USB-A to Lightning 2M - Black,CardoO,290.00,EGP,10,USB Cables,
XPRS-00799,CardoO Cable USB-A to USB-C 2M - Black,CardoO,290.00,EGP,10,USB Cables,
XPRS-00800,CardoO Cable USB-A to Micro USB 2M - Black,CardoO,290.00,EGP,10,USB Cables,
XPRS-00801,L'avvento USB-A to USB-C Super Charge Cable 1.5M - White,L'avvento,290.00,EGP,10,USB Cables,
XPRS-00802,CardoO Cable USB-C to USB-C 100W 2M,CardoO,351.00,EGP,10,USB Cables,Black|White
XPRS-00803,CardoO Cable USB-C to Lightning 2M - Black,CardoO,351.00,EGP,10,USB Cables,
XPRS-00804,RAVPower 60W USB-C to USB-C Cable 1M - Black,RAVPower,351.00,EGP,10,USB Cables,Black
XPRS-00805,Recci RS32CL Type-C to Lightning Cable (PD 27W),Recci,365.00,EGP,10,USB Cables,Aurora Gold|Black
XPRS-00806,Recci RS32CC USB-C Cable PD 27W With Watt Display,Recci,365.00,EGP,10,USB Cables,Black
XPRS-00807,Ugreen USB-C Cable Aluminum Case with Braided 1M - Black,Ugreen,373.00,EGP,10,USB Cables,Black
XPRS-00808,Usams Type-C to Type-C 100W PD Fast Charging & Data Cable 2M - Black,USAMS,387.00,EGP,10,USB Cables,Black
XPRS-00809,Cellularline TETRA FORCE USB-C to USB-C Cable 1.2M - Black,Cellularline,432.00,EGP,10,USB Cables,Black
XPRS-00810,RAVPower 60W Nylon Braid USB-C to USB-C Cable 1.2M - Black,RAVPower,466.00,EGP,10,USB Cables,Black
XPRS-00811,Anker USB-C to USB-C Cable 6ft 240W - Black | A82E2H12,Anker,525.00,EGP,10,USB Cables,Black
XPRS-00812,Cellularline USB-A to Lightning 1.2M - White,Cellularline,637.00,EGP,10,USB Cables,White
XPRS-00813,Choetech USB-A to lightning 1.2M - White,Choetech,656.00,EGP,10,USB Cables,White
XPRS-00814,Cellularline USB-C to Lightning Cable 1.2M - White,Cellularline,760.00,EGP,10,USB Cables,White
XPRS-00815,l'avvento CV152 4in1 Type-C 4K HUB Converter - Grey,L'avvento,936.00,EGP,10,USB Cables,
XPRS-00816,Choetech USB-C to Lightning Cable 1.2M - Black,Choetech,1055.00,EGP,10,USB Cables,Black
XPRS-00817,Anker USB-C to Lightning Cable 3ft - Black | A82B2011,Anker,1084.00,EGP,10,USB Cables,Black
XPRS-00818,Cellularline Bag Cable USB-C to Lightning - White and Blue,Cellularline,1781.00,EGP,10,USB Cables,Blue|White
XPRS-00819,Anker Prime Thunderbolt 4 Cable 3ft 240W - Black | A84N0011,Anker,2280.00,EGP,10,USB Cables,
XPRS-00820,"Recharged by Infinity EV Charger Cable type 2 to GPT (5-meter Cable 32A 22kW, Chinese Standard AC)",Infinity,11629.00,EGP,10,USB Cables,Black|White
XPRS-00821,"Recharged by Infinity EV Charger Cable type 2 to type 2 (5-meter Cable 32A 22kW, EV European standard Plug)",Infinity,11629.00,EGP,10,USB Cables,Black|White
XPRS-00822,Bosch Handheld Rechargeable Vacuum Cleaner 54 Watt - Black White - BCS711XXL,Bosch,18899.00,EGP,10,Upright Vacuums,Black|White
XPRS-00823,"Samsung Canister Bagless Vacuum Cleaner, 1800 Watt, Blue - VCC4540S36/EGT",Samsung,5799.00,EGP,10,Vacuums,Blue
XPRS-00824,"Samsung Canister Vacuum Cleaner, 2000 Watt, Blue - VC20M2510WB/GT",Samsung,5899.00,EGP,10,Vacuums,Blue
XPRS-00825,Xiaomi Mi Robot Vacuum  Wet and Dry Vacuum Cleaner E5-EU,Xiaomi,7399.00,EGP,10,Vacuums,Silk White|Black
XPRS-00826,"Bosch Series 4 Bagged Vacuum Cleaner, 2000 Watt, Black and Gold - BGL38GOLD",Bosch,8299.00,EGP,10,Vacuums,Black|Gold
XPRS-00827,Xiaomi Vacuum Cleaner P30 - White,Xiaomi,8699.00,EGP,10,Vacuums,White
XPRS-00828,"Bosch Series 4 Bagless Vacuum Cleaner, 2000 Watt, White- BGS21WHYG",Bosch,10699.00,EGP,10,Vacuums,White
XPRS-00829,Xiaomi Robot Vacuum Cleaner Power 35W 4000Pa Powerful Suction - E10-EU,Xiaomi,10799.00,EGP,10,Vacuums,White
XPRS-00830,"Bosch Bagless Vacuum Cleaner, 2200 W Bagless - BGS412234",Bosch,10999.00,EGP,10,Vacuums,Black
XPRS-00831,"Bosch Wet And Dry Vacuum Cleaner With Hepa Filter, 2000 Watt, Light Blue And White - BWD420HYG",Bosch,14999.00,EGP,10,Vacuums,White
XPRS-00832,Bosch Wet & Dry Vacuum Cleaner 5L 2100W - BWD421PRO,Bosch,15999.00,EGP,10,Vacuums,White|Black
XPRS-00833,Xiaomi Robot Vacuum X20 Plus ( X20PLUS-WH ) -  White,Xiaomi,32399.00,EGP,10,Vacuums,White
XPRS-00834,Oculus Meta Quest 3S All in One VR Gaming Headset (256GB) - White,Meta,33074.00,EGP,10,Video Game Consoles,
XPRS-00835,Sony PlayStation 5 Slim Digital Edition Fortnite - 1 Year Warranty,Sony,36999.00,EGP,10,Video Game Consoles,
XPRS-00836,Sony PlayStation 5 Slim digital Edition 1 Year Warranty  + FC 26,Sony,37499.00,EGP,10,Video Game Consoles,
XPRS-00837,Sony PlayStation 5 Slim Standard Edition Fortnite 1Y Warranty,Sony,40999.00,EGP,10,Video Game Consoles,Starlight
XPRS-00838,"Sony PlayStation 5 Pro, 2TB SSD, With Wireless Controller - White",Sony,55119.00,EGP,10,Video Game Consoles,White
XPRS-00839,"PlayNation Box, The First Portable PlayStation 5 in the World",PlayNation,63333.00,EGP,10,Video Game Consoles,Black
XPRS-00840,FIFA 16 (Preowned),PlayStation,58.00,EGP,10,Video Game Software,
XPRS-00841,Infamous: Second Son (PS4),PlayStation,233.00,EGP,10,Video Game Software,
XPRS-00842,Drive club,PlayStation,236.00,EGP,10,Video Game Software,
XPRS-00843,Hitman 2 ( Preowned ),PlayStation,292.00,EGP,10,Video Game Software,
XPRS-00844,Driveclub VR (Preowned),PlayStation,328.00,EGP,10,Video Game Software,
XPRS-00845,Horizon zero dawn,PlayStation,350.00,EGP,10,Video Game Software,
XPRS-00846,One Piece Burning Blood (Preowned),PlayStation,398.00,EGP,10,Video Game Software,
XPRS-00847,Battlefield V( Preowned ),PlayStation,410.00,EGP,10,Video Game Software,
XPRS-00848,Horizon zero dawn complete edition ( Preowned ),PlayStation,416.00,EGP,10,Video Game Software,
XPRS-00849,Diablo III Ultimate Evil Edition (Preowned),PlayStation,469.00,EGP,10,Video Game Software,
XPRS-00850,Ark Survival Evolved (Preowned),PlayStation,469.00,EGP,10,Video Game Software,
XPRS-00851,The Outer Worlds (Preowned),PlayStation,480.00,EGP,10,Video Game Software,
XPRS-00852,Uncharted 4(Preowned),PlayStation,551.00,EGP,10,Video Game Software,
XPRS-00853,Star wars battlefront 2,PlayStation,557.00,EGP,10,Video Game Software,
XPRS-00854,Battlefield 4 (Preowned),PlayStation,557.00,EGP,10,Video Game Software,
XPRS-00855,Rainbow six siege ( Preowned ),PlayStation,585.00,EGP,10,Video Game Software,
XPRS-00856,Crash bandicoot trilogy ( Preowned ),PlayStation,585.00,EGP,10,Video Game Software,
XPRS-00857,One Piece World Seeker (Preowned),PlayStation,633.00,EGP,10,Video Game Software,
XPRS-00858,Call of duty advanced warfare ( Preowned ),PlayStation,691.00,EGP,10,Video Game Software,
XPRS-00859,Kingdom Hearts IIl (Preowned),PlayStation,797.00,EGP,10,Video Game Software,
XPRS-00860,Call of Duty Black Ops Cold War (Preowned),PlayStation,950.00,EGP,10,Video Game Software,
XPRS-00861,Rayman Legends (Preowned),PlayStation,1032.00,EGP,10,Video Game Software,
XPRS-00862,Far cry 5,PlayStation,1102.00,EGP,10,Video Game Software,
XPRS-00863,Spyro Reignited Trilogy (Preowned),PlayStation,1290.00,EGP,10,Video Game Software,
XPRS-00864,Assassins Creed: Valhalla (PS5),PlayStation,1406.00,EGP,10,Video Game Software,
XPRS-00865,Gotham Knights - Arabic edition  (PS5),PlayStation,1640.00,EGP,10,Video Game Software,
XPRS-00866,Assassins Creed: Valhalla - Arabic Edition (PS5),PlayStation,1653.00,EGP,10,Video Game Software,
XPRS-00867,Dragon Ball Z: Kakarot - PS5,PlayStation,1875.00,EGP,10,Video Game Software,
XPRS-00868,Crash Team Rumble Deluxe Edition (PS5),PlayStation,1982.00,EGP,10,Video Game Software,
XPRS-00869,Suicide Squad: Kill The Justice League (PS5),PlayStation,1992.00,EGP,10,Video Game Software,
XPRS-00870,Marvel's Midnight Suns (PS5),PlayStation,1992.00,EGP,10,Video Game Software,
XPRS-00871,Minecraft Legends - Deluxe Edition (PS5),PlayStation,2099.00,EGP,10,Video Game Software,
XPRS-00872,Assassin's Creed: Mirage (PS5),PlayStation,2216.00,EGP,10,Video Game Software,
XPRS-00873,Call of Duty: Black Ops Cold War (PS5),PlayStation,2287.00,EGP,10,Video Game Software,
XPRS-00874,Elden Ring (PS5),PlayStation,2579.00,EGP,10,Video Game Software,
XPRS-00875,Sonic X Shadow Generations (PS5),PlayStation,2813.00,EGP,10,Video Game Software,
XPRS-00876,Cyberpunk 2077 : Ultimate Edition - PS5,PlayStation,2930.00,EGP,10,Video Game Software,
XPRS-00877,Disney Epic Mickey: Rebrushed - PS5,PlayStation,3024.00,EGP,10,Video Game Software,
XPRS-00878,UFC 5 ( PS5 ),PlayStation,3165.00,EGP,10,Video Game Software,
XPRS-00879,Elden Ring Nightreign (PS5),PlayStation,3165.00,EGP,10,Video Game Software,
XPRS-00880,WWE 2K25 - Arabic Edition - PS5,PlayStation,3282.00,EGP,10,Video Game Software,
XPRS-00881,The Last of Us Part II (2) Remastered - PS5,PlayStation,3282.00,EGP,10,Video Game Software,
XPRS-00882,LEGO Horizon Adventures - Arabic Edition  (PS5),PlayStation,3341.00,EGP,10,Video Game Software,
XPRS-00883,FC 26 - Arabic Edition (PS5),EA,3650.00,EGP,10,Video Game Software,
XPRS-00884,God Of War Ragnarok - Arabic Edition (PS5),PlayStation,3694.00,EGP,10,Video Game Software,
XPRS-00885,Assassin's Creed Shadows - PS5,PlayStation,3986.00,EGP,10,Video Game Software,
XPRS-00886,Astro Bot (PS5),PlayStation,4103.00,EGP,10,Video Game Software,
XPRS-00887,Call of Duty: Black Ops 6 (PS5),PlayStation,4338.00,EGP,10,Video Game Software,
XPRS-00888,hoco Wall charger C81A Asombroso EU plug set with cable 1m,Hoco,175.00,EGP,10,Wall Chargers,White
XPRS-00889,Usams 20W PD Fast Travel Charger - White,Usams,338.00,EGP,10,Wall Chargers,White
XPRS-00890,WiWU Quick 20W USB-C PD Fast charger- White,wiwu,351.00,EGP,10,Wall Chargers,
XPRS-00891,Anker Zolo Wall Charger 20W Black | A2699L11,Anker,389.00,EGP,10,Wall Chargers,
XPRS-00892,Wiwu Wall Charger with 20W PD Single Port USB Wall Plug - White,wiwu,409.00,EGP,10,Wall Chargers,White
XPRS-00893,hoco Wall charger “N24 Victorious” PD20W EU,Hoco,410.00,EGP,10,Wall Chargers,
XPRS-00894,Wiwu Jello 20w PD GaN Fast Charger - Blue,wiwu,448.00,EGP,10,Wall Chargers,
XPRS-00895,Usams 25W GaN Mini Fast Charger - Black,Usams,466.00,EGP,10,Wall Chargers,Black
XPRS-00896,L'avvento Home Charger PD 30W - White,L'avvento,467.00,EGP,10,Wall Chargers,
XPRS-00897,RAVPower PD Pioneer 20W wall Charger,RAVPower,518.00,EGP,10,Wall Chargers,Black|White
XPRS-00898,hoco Wall charger N24 Victorious PD20W EU set with cable Type-c to Lightning 1m,Hoco,520.00,EGP,10,Wall Chargers,
XPRS-00899,Anker Zolo Wall Charger 30W Black | A2698L11,Anker,549.00,EGP,10,Wall Chargers,
XPRS-00900,Cellularline 20W USB-C Charger - White,Cellularline,550.00,EGP,10,Wall Chargers,White
XPRS-00901,Ugreen 20W USB-C PD Fast Wall Charger EU - White,ugreen,558.00,EGP,10,Wall Chargers,White
XPRS-00902,Ugreen 20W USB-C PD Fast Wall Charger EU - Black,Ugreen,558.00,EGP,10,Wall Chargers,Black
XPRS-00903,hoco Wall charger N19 Rigorous PD25W EU set with cable Type-c to Type-c 1m,Hoco,585.00,EGP,10,Wall Chargers,White|Black
XPRS-00904,hoco Wall charger N32 Glory PD30W EU cable set Type-c to Type-c 1m,Hoco,585.00,EGP,10,Wall Chargers,
XPRS-00905,Wiwu Jello 33w PD GaN Fast Charger - Blue,wiwu,615.00,EGP,10,Wall Chargers,
XPRS-00906,Cellularline 25W USB-C Charger - Black,Cellularline,738.00,EGP,10,Wall Chargers,Black
XPRS-00907,hoco Wall charger CS22A Value PD30W EU cable set C to C 1m,Hoco,809.00,EGP,10,Wall Chargers,
XPRS-00908,RAVPower PD Pioneer 30W wall Charger - White,RAVPower,818.00,EGP,10,Wall Chargers,
XPRS-00909,Ugreen USB-C GaN Fast Charger 20W - Black,Ugreen,835.00,EGP,10,Wall Chargers,Black
XPRS-00910,Maxco 30w GaN Fast Charger,Maxco,879.00,EGP,10,Wall Chargers,Skyline Blue|Pink
XPRS-00911,Wall charger C127A Intelligent PD45W EU cable set,Hoco,1055.00,EGP,10,Wall Chargers,Gray|Black
XPRS-00912,Hoco Wall charger CS63A Bright PD65W EU - Black,Hoco,1112.00,EGP,10,Wall Chargers,Black
XPRS-00913,Ugreen Nexode 65W 3-Port PD GaN Fast Charger EU - White,Ugreen,1161.00,EGP,10,Wall Chargers,White
XPRS-00914,Ugreen Nexode 35W 2-Port Gan Fast Charger EU - Black,Ugreen,1266.00,EGP,10,Wall Chargers,Black
XPRS-00915,Ugreen Nexode 30W USB-C PD GaN Fast Wall Charger EU - Black,ugreen,1288.00,EGP,10,Wall Chargers,Black
XPRS-00916,Ugreen Nexode 65W 3-Port PD GaN Fast Charger - Black,Ugreen,1772.00,EGP,10,Wall Chargers,Black
XPRS-00917,CardoO GaN Charger 65w,CardoO,1873.00,EGP,10,Wall Chargers,White|Black
XPRS-00918,Ugreen Nexode 4-Port PD Gan Fast Charger 100w (CD226) White,Ugreen,2344.00,EGP,10,Wall Chargers,
XPRS-00919,Ugreen Nexode Pro 100W 3-Port GaN Mini Fast Charger - Black,Ugreen,3883.00,EGP,10,Wall Chargers,Black
XPRS-00920,Tornado Wall Fan 16 Inch 4 Blades Black - TWF-16,Tornado,1899.00,EGP,10,Wall Mount Fans,Black
XPRS-00921,Tornado Washing Machine 8 Kg Pump Dark Silver - TWT-TLN08LDS,Tornado,10599.00,EGP,10,Washing Machines,Black
XPRS-00922,"Unionaire Top Load Washing Machine 13KG, Full Automatic, Black – UW130TPL-A2MBK",Unionaire,13699.00,EGP,10,Washing Machines,Black
XPRS-00923,Samsung Top Load Washing Machine 11KG - Grey (WA11DG5410BDAS),Samsung,15199.00,EGP,10,Washing Machines,Gray
XPRS-00924,"Tornado Top Automatic Washing Machine 11 Kg, Silver - WE-TLN11RSL",Tornado,16199.00,EGP,10,Washing Machines,Silver
XPRS-00925,Tornado Washing Machine 12 Kg Pump Dark Silver - TWT-TLN12LDS,Tornado,17099.00,EGP,10,Washing Machines,Black
XPRS-00926,"Samsung Digital Top Automatic Washing Machine 14KG, Silver – WA14F5S4UWAUAS",Samsung,20599.00,EGP,10,Washing Machines,Silver
XPRS-00927,"HOOVER Washing Machine Fully Automatic 8 Kg, Black ( H3WS383TAC3B-ELA )",HOOVER,21999.00,EGP,10,Washing Machines,Black
XPRS-00928,"Bosch Series 2, washing machine, frontloader, 8 kg, 1200 rpm, Silver inox - WLZ2421SEG6",Bosch,22999.00,EGP,10,Washing Machines,
XPRS-00929,Samsung Front Load Washing Machine 8KG - Full Automatic - Inox (WW80T4040CX1AS),Samsung,24899.00,EGP,10,Washing Machines,Silver|Geometric
XPRS-00930,"Samsung Front Load Washing Machine 8KG, Inverter Motor, Full Automatic, Black – WW80CGC0EDABAS",Samsung,26799.00,EGP,10,Washing Machines,Black
XPRS-00931,"Samsung Front Load Washing Machine 9KG, Full Automatic, Silver – WW90T4040CX1AS",Samsung,28099.00,EGP,10,Washing Machines,Silver|Black
XPRS-00932,Samsung Front Load Washing Machine 9KG - Black Caviar (WW90CGC0EDABAS),Samsung,28699.00,EGP,10,Washing Machines,Black
XPRS-00933,Bosch Washing Machine 9kg 1400 rpm Serie 4 Silver - WGA244ZREG,Bosch,29299.00,EGP,10,Washing Machines,Silver
XPRS-00934,Thomson Instant Electric 7KW Temperature Display INS7-WH,Thomson,5899.00,EGP,10,Water Heaters,White
XPRS-00935,Tornado Gas Water Heater 10 Litre Digital For Natural Gas Silver - GHM-C10BNE-S,Tornado,6199.00,EGP,10,Water Heaters,Silver
XPRS-00936,Cemsan Digital Instant heater 12 KW - White,Cemsan,12899.00,EGP,10,Water Heaters,White
XPRS-00937,Cemsan Digital Instant heater 21 KW - White,Cemsan,23499.00,EGP,10,Water Heaters,White
XPRS-00938,Cemsan Digital Instant heater 24KW - White,Cemsan,24599.00,EGP,10,Water Heaters,White
XPRS-00939,Thomson Gas Water Heater 16 Liter Digital - White,Thomson,29499.00,EGP,10,Water Heaters,White
XPRS-00940,Thomson Gas Water Heater 20 Liters Digital - Light Grey,Thomson,31999.00,EGP,10,Water Heaters,Gray
XPRS-00941,Thomson Gas Water Heater 20 Liters Digital - Dark Grey,Thomson,31999.00,EGP,10,Water Heaters,Gray
XPRS-00942,hoco Wireless charger CW26 Powerful 15W tabletop charging dock,Hoco,783.00,EGP,10,Wireless Chargers,
XPRS-00943,hoco Wireless charger CW28 Original series 15W magnetic,Hoco,1096.00,EGP,10,Wireless Chargers,White|Black
XPRS-00944,Recci RPB-W37 5000mAh Magnetic Wireless,Recci,1260.00,EGP,10,Wireless Chargers,Black|Silver
XPRS-00945,Recci 5 in 1 Charging Wireless Speaker RCW-51,Recci,1820.00,EGP,10,Wireless Chargers,Black|White
XPRS-00946,Recci 3 in 1 Magnetic Wireless Charger RCW-48,Recci,1835.00,EGP,10,Wireless Chargers,White|Black
XPRS-00947,Momax Q.Mag 15w Dual Magnetic Wireless Charger Stand - Black,momax,2929.00,EGP,10,Wireless Chargers,
XPRS-00948,Momax Q2.Mag 3-in-1 Foldable Qi2 15W Magnetic Wireless Charging Stand  - Titanium,momax,7621.00,EGP,10,Wireless Chargers,
XPRS-00949,L'avvento Wireless Presenter Remote - Grey,L'avvento,1759.00,EGP,10,Wireless Presenters,
